i,object_id,sdss_name,z,log_lbol,log_lbol_err,log_tau_rest,log_tau_rest_err,log_sigma,log_sigma_err,log_jitter,magerrs_mean
95,1441575,001040.81+004550.4,2.717568263396007,45.7226761190157,0.013718253800107,3.093402180787105,0.7330440579979565,[-0.44872146 -0.45568525 -1.04364409],[0.29683968 0.34126914 0.60607484],[-13.71347614  -1.43251547 -11.54796217],[0.24089148 0.18751195 0.19477997]
96,1441578,001040.58-002852.9,0.9573260711233724,44.534942188678144,0.0367544961463153,1.9963136422920689,0.6769129707837752,[-20.75000933  -0.53797141 -14.98981267],[0.82433972 1.12804124 1.21246394],[-12.20266216  -1.83110374 -10.99577459],[0.18545015 0.16979916 0.18965983]
97,1441579,001039.73+005622.4,0.8687623496288571,44.19490821174257,0.0699752825914536,1.752717058080775,2.3849421450606583,[-23.06693505 -29.2596235  -24.6028676 ],[2.26027674 2.44119045 2.41832737],[-11.8830887   -6.89188228  -1.58725723],[0.19849656 0.18919495 0.16849356]
98,1441580,001039.68+001822.9,1.2978756159261369,45.69477381341137,0.0097495302059193,1.976193426378128,0.4714092095794605,[-0.79146654 -0.8506686  -0.97555399],[0.16777325 0.20582164 0.21676781],[ -9.97572282 -15.47364002 -10.34601537],[0.19109622 0.14562973 0.13295144]
99,1441586,001038.88-005143.8,1.5131082994679506,46.059309194338624,0.0110536632189663,2.045515078974266,0.3323086369182767,[-0.55681871 -0.7108387  -0.54214495],[0.1294182  0.14064041 0.17259307],[-2.72429656 -2.39524043 -7.98120983],[0.1450767  0.10817487 0.06444569]
0,1441593,001037.91-005328.2,1.6864243038266091,45.37367352462992,0.0313623097110991,2.551290822724827,0.6657907341527438,[-0.41941192 -0.50925354 -1.51287006],[0.20067768 0.27039135 0.76060007],[-16.4912361  -16.76827874 -15.39169812],[0.23494826 0.2099289  0.16468586]
1,1441596,001036.85-001216.6,1.6947833035238598,45.69039058827117,0.0160295836054622,0.6725079033086614,0.2712145694745758,[-0.42373581 -0.60663849 -0.41446127],[0.06901759 0.11394635 0.13024381],[-11.72949097 -14.6113659  -17.24337292],[0.21903847 0.20492578 0.1672145 ]
2,1441599,001035.76+002132.6,0.7482077874625438,45.23940162193777,0.0040076325566467,2.657723800228804,0.346145621820217,[-0.69358366 -0.71405605 -0.60238826],[0.17283586 0.17723297 0.18176859],[ -7.40860981 -11.84897313  -2.55662917],[0.12974452 0.10947556 0.11258177]
3,1441600,001035.21+002811.2,1.9795899943855413,45.9154361119957,0.0075772715345294,3.1045475092037416,0.6422102331987047,[-0.47800438 -0.43772818 -0.35542351],[0.2657315  0.2821119  0.29102073],[-13.71522256  -6.84240403 -11.54923596],[0.21210908 0.21421526 0.15278445]
4,1441601,001034.72-002303.3,1.849643700437564,45.221055840557135,0.0418074148150964,0.9479337553360674,0.9735470535931045,[-0.41292321 -0.50373794 -0.33878654],[0.14570413 0.23307707 0.24975716],[-14.54739783 -16.87743444  -6.11349377],[0.26207807 0.24257989 0.21166668]
5,1441603,001034.62+010404.5,0.897535039454683,45.08480604620334,0.0084749923266116,1.4479754427756697,0.2941848716931079,[-0.83644992 -0.67638934 -0.32448646],[0.10816485 0.14260729 0.18257078],[-14.55564011 -16.87553712  -5.74880124],[0.21547295 0.18420504 0.17442089]
6,1441606,001033.57+011035.1,2.4283225024654174,46.09576853267546,0.0064937001876828,1.267411976770057,0.3665875065652048,[-0.77936115 -0.80957744 -0.66466132],[0.10843594 0.17183063 0.19378649],[-11.84175077 -12.02918744 -11.24868829],[0.20268631 0.19937505 0.162165  ]
7,1441611,001030.55+010006.0,0.3779224657216815,45.79865276278679,0.0031109602293248,2.9332355363218987,0.4505717731482712,[-0.9106537  -1.12962715 -1.02052487],[0.21278527 0.21322985 0.21426422],[-4.30007632 -3.58777622 -3.55587332],[0.03370431 0.02661054 0.02953355]
8,1441615,001028.93+000655.4,0.5718088797346927,44.7783344565365,0.0302922199837603,2.3446593818301142,0.3204509148392884,[-0.64798123 -0.78848949 -0.70230355],[0.11542387 0.13259084 0.14499439],[-11.73288019 -13.49350988 -14.63518497],[0.15199309 0.15683237 0.13138014]
9,1441617,001028.78-005155.7,2.417554177507605,45.88233514103714,0.0126626935955584,2.015891633117464,0.4539023015005321,[-0.60677968 -0.65053912 -0.3905976 ],[0.14977957 0.19138148 0.21929404],[-11.82750492 -13.49795162 -14.63644412],[0.24099483 0.21366429 0.17714321]
10,1441623,001027.42+002932.7,1.2138759335410445,45.91306965510432,0.0049996343281186,2.235824518185022,0.2852251506623565,[-0.76070561 -0.86012629 -0.82309787],[0.12517359 0.13135653 0.13807242],[-15.88917501  -2.8976936   -7.24547836],[0.11816476 0.09838331 0.10841251]
11,1441627,001026.62-005425.3,1.3504780530929563,44.68623515292777,0.0649783331483178,1.8960720853751705,0.2767853038052278,[-0.88633367 -0.87291954 -0.53510873],[0.11092413 0.13103692 0.15068172],[ -8.95545286  -3.1489404  -10.02006277],[0.17850447 0.13450053 0.12705243]
12,1441628,001026.50+001532.0,2.403836632002729,46.6866001468002,0.0026395669643477,2.9599243896276777,0.6006423394163309,[-0.37087758 -0.35421246 -0.54142893],[0.26733085 0.26825181 0.27004707],[ -5.55137148  -2.62261503 -15.54589742],[0.13838401 0.1260142  0.1217792 ]
13,1441631,001025.91+005447.6,2.8632235010493003,46.84796340396848,0.0032624386258603,2.6739561778213834,0.730799069338584,[-0.97916007 -0.95290256 -1.0265613 ],[0.34997844 0.35260925 0.35534097],[-38.28048636 -11.93383746  -2.75616443],[0.06318767 0.06213557 0.0571374 ]
14,1441633,001025.73-005155.3,2.7895080741349383,46.535298799695504,0.003990713086754,2.748158315022992,0.5167986052316511,[-0.55453644 -0.49979042 -0.5949117 ],[0.22244618 0.22744003 0.24082697],[ -2.61628758 -13.17247425 -15.08417036],[0.17179526 0.13640631 0.12602948]
15,1441643,001024.18-005526.1,1.9322350327166145,46.332147407907634,0.0,2.77074901568118,0.413459078008092,[-0.67143213 -0.7240843  -0.69891552],[0.20086084 0.20174696 0.20487293],[ -7.59564491 -16.71563747  -2.16653076],[0.09539272 0.08742663 0.08900505]
16,1441646,001023.94-011329.4,1.7361118993143103,45.59132226118905,0.01336138195499,2.042882198195404,0.4603076549786752,[-0.47273587 -0.58906924 -0.55607859],[0.1258434  0.15122417 0.15772267],[ -9.09961988 -14.07520285 -12.24006191],[0.23006843 0.20042173 0.16539735]
17,1441647,001023.93+010039.4,1.387235997292017,46.16154006249494,0.0042984765433544,2.3596630383472545,0.3238410341907864,[-0.87419984 -0.92854134 -0.91347193],[0.14668919 0.14882532 0.15445819],[-7.51466323 -3.53782663 -2.48167106],[0.08616917 0.07835555 0.08514778]
18,1441652,001022.14-003701.2,3.1517315414930533,47.30397426894334,0.0010462066320151,3.651283711740303,0.6933854720653914,[-0.45881519 -0.52235622 -0.55765832],[0.34604342 0.3462669  0.34658279],[ -4.47645733  -3.17172818 -10.58307102],[0.03361764 0.0290885  0.03442493]
19,1441653,001022.13-002216.8,0.8621655096138822,45.61084589984597,0.0065723367478547,2.227278398081941,0.3146912932601992,[-1.01657471 -1.04974731 -0.96628291],[0.13530889 0.14155688 0.15763887],[-13.61613927 -11.40078714  -7.66292166],[0.10372539 0.09462172 0.09237329]
20,1441654,001022.10-004701.5,1.4876184225793525,45.76852506248307,0.0069286322081758,1.3420148954688962,1.3455953400797798,[-0.92905389 -0.82463588 -1.29534115],[0.18666622 0.26723984 0.60777008],[-15.88848787  -2.65302457  -7.22513075],[0.15950262 0.14661658 0.09506131]
21,1441660,001020.67-000320.8,1.4286763802077618,45.49422010750547,0.0135414039036909,1.563011025145412,0.239813796311743,[-0.70491987 -0.67740461 -0.61348729],[0.18243444 0.25995361 0.30170473],[ -1.11146594  -6.6780303  -11.51941479],[0.22030027 0.18052472 0.13670805]
22,1441665,001020.28-000738.8,2.1539431326153773,46.53097472293693,0.0104321160910068,2.096921113953824,0.3220837842342131,[-0.81241355 -0.95770607 -1.10511963],[0.12405703 0.13376387 0.15787581],[-12.46756702  -8.50226167 -16.32587438],[0.10061533 0.10016529 0.09392849]
23,1441667,001019.89-010939.1,1.2273911308185732,44.987617726448654,0.0220403604357528,2.0884238594607014,0.7763449880442037,[-0.46893329 -0.75062103 -0.73731866],[0.19258981 0.35323951 0.38983076],[-11.29138039  -5.76296087  -7.57187184],[0.24501047 0.22052658 0.17620566]
24,1441668,001019.85+005844.6,1.69230602975249,45.18568257821688,0.0579603592239159,2.17083411368368,2.410941595939312,[-3.6218755  -4.11310819 -4.28679789],[1.8030338 1.9845971 1.9925074],[-10.5803754   -6.46876661 -12.92486493],[0.23822954 0.21687386]
25,1441675,001018.56-005810.4,0.6278041971004888,45.59917715070269,0.0069449236430862,2.532544889503618,0.3415264919437093,[-0.66553838 -0.68867811 -0.75162736],[0.15183131 0.15399224 0.16992705],[-12.45302109  -8.50067829 -16.31245078],[0.07121352 0.07841662 0.07175829]
26,1441676,001018.41+002513.3,1.0475096158196986,45.49546517031696,0.0071511339157162,1.7670774638062063,0.2109742373775331,[-0.53945786 -0.66758975 -0.53047789],[0.08138178 0.10012871 0.14242574],[-15.87100079 -11.64503833  -3.80603456],[0.18947788 0.14857978 0.10624756]
27,1441677,001018.30-011004.3,1.7874298376874511,46.2411273119878,0.00915524474809,3.3805728962506247,0.6041386391321049,[-0.41998323 -0.48133457 -0.57985956],[0.29353779 0.29510159 0.29633545],[ -8.24944532  -2.87306598 -14.33300251],[0.07467356 0.07445156 0.07199036]
28,1441679,001017.80+010450.7,1.8302125999221628,46.752224969490186,0.0017570995823845,2.059445833520267,0.2856161911873275,[-1.1184523  -1.22821362 -1.45055799],[0.10292966 0.10698888 0.16777322],[ -2.85055763 -11.92910251  -2.7966364 ],[0.06990823 0.06355033 0.0508192 ]
29,1441681,001017.33-005725.5,0.9245688430271266,45.14079807126954,0.0090391377625067,1.3837424683745538,0.2763672630422852,[-0.86601346 -0.77978032 -0.73439566],[0.10619931 0.13880825 0.1684688 ],[-11.19693662  -5.23741852  -7.47543371],[0.18830816 0.14862743 0.13416959]
30,1441682,001017.33-004613.2,1.6778913804665616,45.528792469449314,0.0150545216060784,2.2159194563735696,0.843391064521348,[ -0.45530851  -0.90866609 -33.19087189],[0.21590871 0.43669611 0.84611635],[-11.64542464 -11.30231736 -13.80204929],[0.2029358  0.20685366 0.15528111]
31,1441686,001016.49+001227.6,2.277044157406696,47.11025392379542,0.0015997701506051,3.028411880738489,0.5271344969160137,[-0.72105889 -0.7425062  -1.00798798],[0.2558652  0.25626594 0.25991279],[-13.11516684  -3.82341008  -3.22148683],[0.04035168 0.03540166 0.03768908]
32,1441688,001016.22+004713.4,1.175226404959348,45.31058952385315,0.01393570249963,2.2748789878508537,0.2993905130261483,[-0.46688565 -0.52362802 -0.48576463],[0.13174946 0.14747263 0.20142353],[ -7.48933415 -14.83885052 -15.88711703],[0.18530274 0.14997165 0.1150756 ]
33,1441693,001014.85-001554.7,1.9591797616191848,45.77043347623963,0.0210473016557024,3.3001082178801155,0.701806497767743,[-0.56799309 -0.70127191 -0.27238408],[0.33004846 0.4291743  0.36707153],[ -1.41988606  -1.35412255 -10.92179977],[0.21558165 0.21719929 0.15449179]
34,1441698,001013.90+003031.2,1.01076880746805,45.177073890823166,0.0102104580603139,2.6106124458905846,0.520309801090739,[-39.90152959  -0.74166304  -0.48128417],[0.63060147 0.8886883  0.89212432],[-11.71648824  -9.61561058  -9.5923279 ],[0.25265735 0.19201678 0.13041912]
35,1441700,001013.76+001554.4,1.300775148446354,44.5769626145912,0.0852812436150571,3.32425622147749,0.7116279745262919,[  -0.28741644   -0.41546137 -186.23955359],[0.29626788 0.33343285 0.91036637],[-20.46291082  -1.66273312 -15.66624891],[0.24548243 0.21826726 0.18935738]
36,1441701,001013.45+004506.9,1.214191125869125,45.633006803577175,0.0054021432430033,2.3038399291681384,0.4354271008943272,[-0.57690951 -0.62662658 -0.44484105],[0.13812494 0.14168555 0.17802924],[ -7.44642733 -14.8234856  -15.90113033],[0.15479518 0.131263   0.1287273 ]
37,1441703,001012.87+010321.0,1.6869062229114191,45.57036581490403,0.0192653289301425,1.021798118506018,0.3882843763511153,[-0.57526303 -0.61153493 -0.56341125],[0.10091096 0.14623726 0.25702237],[-13.6627397  -13.35358279  -0.5845519 ],[0.22668133 0.2210699  0.17882667]
38,1441705,001012.15+001125.4,1.467603069504415,45.997214831238246,0.0093971856235022,1.9687659587851865,0.2507301076650176,[-0.65834706 -0.76787064 -0.77272068],[0.09142887 0.09914679 0.10888654],[-13.50899687 -13.33499119 -11.21306168],[0.12954835 0.10306086 0.10680577]
39,1441707,001012.00-011125.7,2.5619656307018515,46.25560814819492,0.0069956220816322,1.8595009429907203,0.2947490115051658,[-0.71803065 -0.68643962 -0.97580355],[0.09806413 0.10851351 0.22336706],[ -6.31508057 -13.47139571 -14.84823323],[0.15414758 0.1195172  0.09822764]
40,1441712,001010.81+010508.5,2.184131138470206,45.36704275443723,0.0386223637042704,7.405376620489576,1.2795370707040892,[-2.45032523         nan -1.82193626],[1.53379288        nan 4.9384449 ],[-10.53558026 -12.95230023 -15.72398993],[0.26699547 0.22536366 0.16054018]
41,1441714,001010.03+005126.6,0.3873184202673426,45.37740773894937,0.0043715089533975,2.086264631136766,0.2291396487702435,[-0.7272163  -0.9357658  -0.94363132],[0.09658469 0.09803564 0.12495779],[-10.04702017  -3.07563217  -2.31514846],[0.07596896 0.05556391 0.04983803]
42,1441723,001008.59-001620.3,0.9619970101813238,44.42538898250844,0.064346608787833,2.8088612147369485,1.812991358128865,[  -0.79437601   -1.32328072 -268.77278379],[1.36264373 1.49778988 1.61073979],[-11.00916781 -15.0300384  -16.00470611],[0.27206789 0.22555814 0.18813112]
43,1441728,001008.38+005828.5,1.2035302280788258,45.1207023483011,0.0171469874973588,1.7420373874411812,0.4211490574341605,[-0.44109945 -0.49312867 -0.42111345],[0.14271514 0.18822336 0.22068596],[-12.20412564  -5.18295374 -10.9394901 ],[0.26085103 0.20693761 0.19663999]
44,1441729,001008.02+004018.2,1.8991592431970483,46.0587080846506,0.0,2.270691906447821,0.3288659755416494,[-0.68323327 -0.73868738 -0.77935465],[0.14460828 0.14917314 0.1608495 ],[-13.50608782 -13.32678424 -11.21866734],[0.11449485 0.1085839  0.10322388]
45,1441730,001008.01+000317.4,2.2942231017025523,45.80497967828954,0.0104162831375163,0.7596308352649128,0.3919006494069533,[-0.91271314 -0.6104428  -1.10245484],[0.16130933 0.24208841 0.39601324],[-11.63476898 -11.22809097 -13.79787327],[0.20802962 0.20456388 0.14005279]
46,1441731,001007.31-011337.9,0.3421545695987733,44.66198431412743,0.0049317572090217,0.9612561377707518,0.1716903992151292,[-0.8110695  -0.78755028 -0.27536067],[0.06924584 0.10354544 0.14803218],[-16.05443563  -2.41108043 -15.40723251],[0.17092709 0.10594411 0.08737121]
47,1441732,001007.07+004600.4,1.3644250576330037,45.5361923004339,0.01698297812068,1.7542873266685184,0.2384183044960922,[-1.01800154 -0.78863822 -0.4318441 ],[0.23309513 0.31276089 0.32092708],[ -5.52715428 -10.98879223 -14.08182774],[0.20695324 0.16636207 0.11613922]
48,1441733,001007.02+002947.2,1.7255568326467992,45.80965737365633,0.0294204212688988,2.300123791706577,0.3522457616445567,[-0.49405803 -0.52746909 -0.84255964],[0.15245994 0.15622178 0.17132596],[-12.55510553  -8.50545253 -16.33159012],[0.16739006 0.16346865 0.13581063]
49,1441737,001005.04+005141.4,1.6762826243793638,46.21702639293962,0.0066694602049111,2.7293224895659463,0.4691330533175046,[-0.57910064 -0.67362014 -0.70859012],[0.1785248  0.18414191 0.18884537],[ -8.9631967   -2.56666374 -10.02817097],[0.13561128 0.1131026  0.10190539]
50,1441738,001004.96-004906.8,1.995308287548508,46.175799225491055,0.0169019274543167,1.415266346856784,0.2287726976039977,[-0.86146675 -0.82692138 -0.98795902],[0.09699982 0.12522153 0.24772281],[ -6.20082888 -13.4761479  -14.83800854],[0.14830254 0.135002   0.12674346]
51,1441747,001002.95-010107.2,0.5552597656778585,45.80877615739425,0.0011361989890374,2.781743665764004,0.3483065021031868,[-0.70322144 -0.80185663 -0.9101189 ],[0.16708692 0.16794424 0.1698336 ],[ -3.6840775  -17.30171878  -2.93669029],[0.06118953 0.04949342 0.04460161]
52,1441748,001002.84+010407.5,1.464283080938545,45.68939147265869,0.0127704185570642,1.8923554584185185,0.199775873175601,[-0.47747256 -0.59930638 -0.63880302],[0.08541017 0.0879801  0.09814383],[ -5.42241555  -3.46504672 -11.41764209],[0.14938851 0.13180281 0.12797195]
53,1441750,001002.63-005429.5,1.068826652366677,45.5377516743905,0.005919313075843,2.23648561197606,0.2951042350426947,[-0.81995229 -0.83037713 -0.65303933],[0.12707026 0.15469853 0.1926642 ],[-13.5453681  -13.37205092 -11.2754794 ],[0.16861041 0.12520749 0.13479775]
54,1441751,001002.57+004800.7,2.1056582129645034,45.73420137678592,0.0201780521026755,0.5540349025863176,0.2079135497822755,[-0.5453666  -0.50590886 -0.67810085],[0.06038789 0.08842204 0.11424258],[ -5.78172929 -15.14872196 -16.44048444],[0.2117475  0.16719003 0.15074675]
55,1441752,001002.04+004224.6,1.2117050938384542,46.11803920848179,0.0021791260524004,2.7151352952974728,0.4592492083411361,[-0.76463058 -0.88552453 -0.87888813],[0.21353218 0.21539707 0.21964192],[-13.57745576 -11.39129946  -3.42095543],[0.08795399 0.06422129 0.06524752]
56,1441755,001001.37-001907.2,2.315560305215734,45.97929543908153,0.0099237211084499,0.2979530604879499,0.278391093234021,[-0.64048129 -0.7020956  -0.46167737],[0.0834812  0.13202239 0.1527017 ],[-14.54683631 -16.87333644  -5.8256476 ],[0.22056563 0.17418952 0.1588147 ]
57,1441762,001000.31+003720.0,0.8897904216271321,45.31048022975135,0.007849430481432,2.748602102601139,0.4589151806170608,[-0.44235752 -0.46924857 -0.36832163],[0.20302091 0.20574467 0.20730448],[ -4.91019352 -16.70515678  -2.47350376],[0.13312432 0.11647522 0.11518109]
58,1441763,001000.29-000901.8,1.4301204429578072,46.50198224887247,0.0024124165239562,2.2177229829685974,0.2726675927844273,[-0.96684698 -1.13011675 -1.30259971],[0.12878139 0.13534689 0.15700071],[-13.54181923 -11.39350805  -3.18963678],[0.06600609 0.0580747  0.05912606]
59,1441767,000959.82+005658.5,1.1236724002885587,45.5212659282528,0.00705710465202,1.421368231286509,0.1835438323166582,[-0.61309741 -0.75780993 -0.6129252 ],[0.08670696 0.11359543 0.16766758],[ -2.64475482 -14.82500777  -9.53702142],[0.20269524 0.16948158 0.16137156]
60,1441771,000959.25+010553.0,2.2958447085623863,45.77898690725326,0.0091165607041396,2.218219815811739,0.651217583999834,[ -0.45697646  -0.30210009 -31.27575526],[0.19342586 0.27931857 0.77204614],[ -9.81778795 -15.47013992 -10.23360982],[0.23062556 0.22052673 0.17540729]
61,1441773,000958.44+005127.8,1.0627197115374405,45.62945933523151,0.006601404933459,2.1750912725229723,0.2832897001156422,[-1.00048748 -0.96862847 -0.76790019],[0.11046344 0.12294478 0.14982694],[-14.73382161 -13.50869407  -1.91340891],[0.15083767 0.120483   0.13187767]
62,1441774,000958.05+010746.7,1.6722640834160625,45.40497797339474,0.032623164383768,3.0817490655244484,0.8262135079602511,[-0.56713345 -0.74358348 -0.77679905],[0.36777389 0.49158676 0.6139802 ],[-15.28544084 -12.79725058 -14.6607261 ],[0.27452784 0.23013782 0.22155738]
63,1441776,000957.98+005153.2,0.3873745137877926,44.87903934008883,0.0091046802743335,1.5868592565322226,0.1452717543201628,[-0.5431957  -0.70220308 -0.84196566],[0.06071222 0.06583212 0.08019371],[-14.20271464 -10.83888784  -2.17845978],[0.1520956  0.13032832 0.12267288]
64,1441778,000957.95+004913.4,1.678246387692213,45.83029166149069,0.0093072274767855,1.9475793844101936,0.291467455429562,[-0.54074248 -0.58213866 -0.5974311 ],[0.1139818  0.12399754 0.13966522],[ -7.49195588 -16.73963585  -8.6748388 ],[0.17381355 0.16377659 0.14986357]
65,1441779,000957.92+001503.6,1.6993396792580542,45.31106466154735,0.0398679394442389,3.171515114845173,0.7306634964282113,[ 0.27442146 -0.37511519 -0.17441069],[0.65322949 0.90116444 0.89591632],[-11.15782299 -14.64108682 -16.76699356],[0.23656857 0.196035  ]
66,1441780,000957.85+003709.8,2.742494552896744,46.74911591645799,0.0030916529894504,2.97752664141266,0.5295294196231908,[-0.53382434 -0.55640398 -0.56946097],[0.25326237 0.25396028 0.25442467],[-13.42726171 -13.25983069 -11.20124845],[0.06985539 0.0628153  0.07291779]
67,1441783,000957.57+004157.8,2.1255501239101555,46.20574522484921,0.0064086126004703,0.1623735503095095,0.2055650576274855,[-0.85030515 -0.79290543 -0.91894684],[0.05174073 0.08182925 0.11910698],[-11.81237322 -11.9436418  -11.19482842],[0.15163516 0.15269728 0.12020483]
68,1441785,000955.88-010335.3,1.99443657596038,46.19243962628924,0.0111319201671271,-3.1289797228730207,2.094583666816028,[nan nan nan],[nan nan nan],[-19.54377799  -1.83539959 -16.54406113],[0.16828918 0.11262683 0.07608608]
69,1441787,000954.45-002551.5,2.666754867317753,46.41552066002779,0.0045934914242984,0.4734581579641781,0.2261296794916611,[-0.91331721 -0.93865085 -1.07018627],[0.0829067  0.13029639 0.18122848],[-12.88305551  -8.39047982  -6.09351219],[0.1800291  0.15472959 0.13189571]
70,1441788,000954.43-001106.2,1.1996031751692646,45.50181114156528,0.0076291032730715,2.015844895324208,0.3511997800210743,[-0.52029695 -0.67835743 -0.61268666],[0.12056734 0.14661475 0.15991832],[-12.57739317  -8.5036563  -16.32189791],[0.19351821 0.16696288 0.15764556]
71,1441790,000954.15-001445.8,1.665071754187334,45.70205726906797,0.0194303428064017,0.5855217808046609,0.2600320733884653,[-0.49917575 -0.75871029 -0.04641117],[0.06793948 0.12858992 0.13155335],[-11.72047262 -14.60674955 -17.23888218],[0.20952574 0.19378551 0.14867741]
73,1441798,000952.42+010717.7,1.021832291429404,45.48174719912279,0.0199517881576767,2.5838257984223434,0.3755864868885437,[-0.38979289 -0.42339387 -0.48181374],[0.1516966  0.1541828  0.15963469],[ -6.69438883 -14.67743404 -16.1389302 ],[0.18030555 0.15382094 0.12262515]
74,1441802,000951.10-003729.3,1.2388890268833834,45.28232414314564,0.0150045502628941,3.267315579492076,0.6291989833791176,[-0.31891787 -0.3259406  -0.18912714],[0.30198316 0.3298226  0.32560079],[-16.7778573  -13.50184035 -46.11778771],[0.24745005 0.20839756 0.17199476]
75,1441811,000949.23-002451.3,0.7504809247044334,45.08616934797244,0.008524838268741,2.520332882426728,0.2772652705168179,[-0.52149953 -0.50593821 -0.40387023],[0.11941272 0.12480326 0.12775515],[-14.5538019  -16.86765289  -5.77673132],[0.15750367 0.13247385 0.13058989]
76,1441817,000948.77-003453.5,1.6903672766970652,45.76090659929345,0.0184850960320019,2.926610995067697,0.5387039760766617,[-0.32618483 -0.38997949 -0.32578088],[0.22199107 0.23137948 0.23367403],[-13.54946912 -13.39562859 -11.33535606],[0.21564317 0.20924514 0.16434453]
77,1441820,000947.85+000817.2,1.0686937810787365,45.4217587294196,0.009325938522334,1.668114735988851,0.2533408252010535,[-1.01226109 -0.70938662 -0.86030563],[0.17890664 0.24633404 0.28895846],[-16.19189616  -9.96648636 -17.17725812],[0.19944248 0.17326946 0.14653372]
78,1441822,000947.20-002204.6,0.5917360990556293,45.34749232478841,0.0069491324865325,1.701865034981777,0.2799200238451965,[-0.62105103 -0.75622067 -1.01383044],[0.08818431 0.11198344 0.19685622],[-10.06901839  -7.74123259  -2.12840154],[0.19383112 0.14695208 0.11422967]
79,1441824,000946.62-000100.0,0.4174685534047187,44.35558701768228,0.0481824727567286,2.359259783544532,0.6643723775622521,[ 0.02062273 -0.47628651 -0.48984746],[0.62349873 0.87228124 0.86049502],[-13.40021229 -13.72316529 -10.34044867],[0.22311368 0.17699841]
80,1441827,000946.11+010024.6,1.4204823304418044,45.26430775493919,0.0171045298174732,1.3807079710317276,0.3238298409296463,[-0.444033   -0.66051001 -0.24411404],[0.08730869 0.12624429 0.12355998],[ -7.94113337  -7.5042167  -15.11017404],[0.23142287 0.20572579 0.17407317]
81,1441831,000945.46+001337.0,0.6979322354470736,45.62305964249712,0.0146778689008755,2.466208109877342,0.3273827133898803,[-0.92373431 -0.92436748 -1.05180456],[0.14650537 0.14760357 0.16422988],[-13.12676225  -3.34843289  -2.81458655],[0.04914853 0.0478686  0.04838576]
82,1441832,000945.04+001935.8,2.307107766510613,45.57817740040512,0.0173343025363976,1.2768203975271422,0.7160584700355129,[-0.44135804 -0.69663512 -1.01271379],[0.13754239 0.28394959 0.38707966],[-10.35828934  -7.25992109 -12.34983969],[0.26045628 0.22016751 0.16232461]
83,1441835,000944.01-010643.4,2.1486681155563674,45.7286981102233,0.0196494299364751,2.7111535995304816,0.5487532237219102,[-0.33706018 -0.48554566 -8.91678566],[0.22935733 0.24356377 0.91372749],[-24.21032887 -12.74489451 -13.03594272],[0.22566152 0.20723961 0.16766068]
84,1441840,000943.37+010459.8,0.455961248313929,45.258715458989606,0.0158255119412622,2.388402462473416,0.2365108604821859,[-0.25945417 -0.52406089 -0.72035963],[0.10718841 0.10886275 0.11050515],[-67.26286362  -2.84000666  -7.72965368],[0.14515029 0.11054455 0.08345961]
85,1441842,000943.21+003846.3,0.8258071555196669,45.09486666081611,0.0064225767739038,2.4339224464683764,0.3654126474612544,[-0.72016979 -0.81804095 -0.59457373],[0.18080514 0.21460836 0.22944441],[-13.13970812 -13.22271185 -13.25770357],[0.1914189  0.17253191 0.15044791]
86,1441843,000942.08-010543.8,1.3704127307034824,45.18052866913768,0.0233947395657843,2.9637042033435907,0.5801520766435269,[-0.43368759 -0.62864809 -0.28969897],[0.25224494 0.33842341 0.32612257],[-15.12352009  -1.77296505 -16.16605707],[0.24307276 0.23478669 0.18938311]
87,1441845,000941.07-002039.9,1.2425575757098943,45.7012902904862,0.0061925502103932,2.2523519710293614,0.3756963800675826,[-0.87789582 -0.85918251 -0.92545777],[0.13673411 0.15275004 0.19136207],[ -8.96500652  -2.37121271 -10.03394461],[0.18112295 0.14055163 0.13667012]
88,1441847,000940.24+005519.1,1.089116166933817,45.06422268798796,0.022270265306556,2.905871485020942,0.5526359042831417,[-0.46735395 -0.52785446 -0.27940731],[0.22221368 0.24207279 0.24267247],[-15.12498662  -9.54411317 -16.16154988],[0.26104855 0.22586689 0.1839957 ]
89,1441857,000938.96-011457.6,2.3759103067548226,45.06491739638447,0.1002901220257577,-0.045418626129852,2.2487656698049845,[ -2.31784396  -2.27637597 -42.3588192 ],[1.38688143 1.57769375 1.61937201],[-14.99051016 -10.80436053  -9.68775868],[0.22388701 0.23530291 0.18160153]
90,1441859,000938.92+001016.9,1.9329599863082283,46.133390963199496,0.0084632017202785,2.1832553492609,0.2843553787798342,[-0.67115581 -0.75649071 -0.7639667 ],[0.13670673 0.14112793 0.14596726],[ -3.50049164 -12.92320421 -14.63186523],[0.12595785 0.12022386 0.11180813]
91,1441860,000938.89-004339.6,1.329110966553383,44.62302220852602,0.0576249610631158,2.391092915405136,2.155024249082845,[-10.20976655  -1.2896788  -11.32242775],[1.45392757 1.68138482 1.68709328],[ -9.80264114 -12.39882179 -15.61164669],[0.29261609 0.20941342 0.20656489]
92,1441864,000938.48-003949.8,2.252730655368365,46.68019254163471,0.0027296358180706,2.372774616288257,0.4802182488025494,[-0.76071222 -0.90354803 -1.31472494],[0.21414819 0.25176345 0.35673224],[-7.56709184 -2.47009137 -2.79369477],[0.10038083 0.07513352 0.07095087]
